sitio_noticias,fecha,seccion,titular,cuerpo,url
La Razón,2026-08-01,"Internacional, Marcas",Infantino cede ante la rebelión y retira su plan de inversión privada,"La FIFA dio marcha atrás este viernes y retiró su proyecto FIFA Forward Enterprise (FFE), que contemplaba abrir a la inversión privada la gestión comercial de sus principales competiciones, tras la fuerte oposición de dirigentes y confederaciones de distintas regiones del mundo.

La propuesta que Gianni Infantino presentó el martes como una nueva vía para financiar el desarrollo del fútbol en el planeta terminó convertida, apenas cuatro días después, en un problema político para la FIFA.

La resistencia de las principales confederaciones, la dimisión de uno de los principales asesores del presidente y las críticas al proceso de consulta dejaron al proyecto sin el respaldo necesario para avanzar.

TAMBIÉN PUEDE LEER:

Independiente Santa Fe avanza con autoridad en la Sudamericana

«Nuestro propósito siempre ha sido -y siempre será- unir y mejorar. En consecuencia, esta propuesta no seguirá adelante», dijo Infantino, al anunciar en un comunicado el final de la iniciativa.

Explicó que, tras escuchar atentamente las distintas opiniones, quedó claro que el proyecto había generado «divisiones de una naturaleza» que, independientemente del nivel de apoyo, «ya no responden al interés del objetivo planteado en primer lugar».

La poderosa UEFA , que reúne a las 55 federaciones europeas y  acumula 7 de los últimos 10 títulos mundiales masculinos, marcó el jueves el tono de la rebelión.

Rechazó por unanimidad la posibilidad de transferir a inversores privados una participación en la propiedad del Mundial y otras competiciones de la FIFA.

El organismo europeo llegó a advertir que ninguna de sus selecciones participaría en competiciones de la FIFA mientras la propuesta siguiera sobre la mesa.

La Concacaf, que reagrupa a las 41 federaciones de Norteamérica, Centroamérica y el Caribe, se sumó al rechazo y la Confederación Asiática (AFC), que nuclea a 47 federaciones, fue todavía más lejos al advertir que la FFE no podía alcanzar «el amplio consenso y la unidad necesarios para seguir adelante».

La entidad asiática también reclamó una revisión urgente del sistema de gobernanza de la FIFA.

La Conmebol, que fue la última de las grandes confederaciones en pronunciarse, evitó fijar una posición definitiva, pero tampoco dio un espaldarazo al criticado proyecto.

La entidad sudamericana, que apoya la reelección de Infantino en 2027, dijo que había abierto consultas con las diez asociaciones que la integran, que incluye a las poderosas Argentina y Brasil, y pidió a la FIFA información y aclaraciones sobre el alcance, la estructura, la gobernanza y los posibles efectos de la FFE.

El golpe más cercano a Infantino llegó desde su propio entorno.

Carlos Cordeiro, principal asesor del presidente de la FIFA, presentó el viernes su dimisión y cuestionó la idea de incorporar capital privado.

«Vender una participación permanente en el activo más preciado del fútbol para levantar 4.200 millones de dólares no tiene sentido. Es hipotecar el futuro del fútbol sin una justificación convincente», escribió el exbanquero estadounidense en LinkedIn.

La FIFA se había manifestado el viernes más temprano al defender el carácter consultivo de la propuesta. «Nadie está vendiendo el fútbol. Esto es algo que la FIFA jamás contemplaría», aseguró en un comunicado, en el que prometió mantener una consulta «abierta y democrática».

El organismo había insistido en que las 211 federaciones debían contar con información suficiente para pronunciarse con base «en hechos probados» y lamentó la difusión de «información inexacta publicada en los medios de comunicación».

Según la FIFA, los inversores privados tendrían una participación minoritaria, de alrededor del 20%, mientras la organización aspiraba a recaudar hasta 4.200 millones de dólares.

Entre los posibles inversores aparecía Thrive Eternal, fondo creado por Joshua Kushner, hermano del yerno de Donald Trump. El presidente estadounidense es cercano a Infantino.

La FIFA sostuvo reiteradamente que conservaría el control exclusivo de la empresa y «la autoridad exclusiva» sobre la gobernanza del fútbol, las competiciones, el calendario y los reglamentos.

Destacó también que las 211 asociaciones podrían recibir además un bonus extraordinario de 20 millones de dólares a principios de 2027.

«Es una especie de chantaje», afirmó la presidenta de la Federación Noruega, Lise Klaveness, quien consideró que la FIFA «no necesita ese dinero».

El primer ministro británico, Andy Burnham, en cambio, afirmó que Infantino «es la persona equivocada» para dirigir la FIFA y calificó la FFE como «una propuesta escandalosa».",https://larazon.bo/marcas/2026/08/01/infantino-cede-ante-la-rebelion-y-retira-su-plan-de-inversion-privada/
La Razón,2026-08-01,"Fútbol profesional boliviano, Marcas",Suspenden indefinidamente a Gery Vargas por la expulsión de Julio Vila,"La Comisión Nacional de Árbitros de la FBF suspendió de manera indefinida al árbitro Gery Vargas, al VAR Álvaro Campos, al AVAR Juan Pablo Flores y al Quality Manager Ezequiel Justiniano. La medida responde a los errores detectados en la expulsión de Julio Vila durante el partido entre Blooming y The Strongest.

Esta determinación fue adoptada tras un análisis reglamentario, protocolar, técnico y disciplinario de los audios del VAR y las imágenes del partido disputado el 26 de julio en el estadio Ramón Aguilera Costas.

La resolución oficial concluye que existieron fallas reglamentarias, técnicas y de procedimiento durante la revisión de la jugada que derivó en la tarjeta roja al defensor de Blooming.

TAMBIÉN PUEDE LEER:

ABAF cuestiona cuatro documentos que rigen el arbitraje boliviano

En el caso de Gery Vargas, el documento establece que incurrió en un error de interpretación y apreciación al expulsar incorrectamente a Julio Vila. La decisión fue tomada tras una revisión en cancha por una supuesta infracción al impedir una oportunidad manifiesta de gol.

Álvaro Campos, como VAR, y Juan Pablo Flores, como AVAR, fueron suspendidos por errores de procedimiento e interpretación durante el llamado al monitor para revisar la acción.

Ezequiel Justiniano, en su función de Quality Manager, recibió la misma sanción. La Comisión observó deficiencias en la calidad de la evidencia enviada, además de errores de procedimiento e interpretación.

La resolución dispone que los cuatro oficiales permanezcan suspendidos por tiempo indefinido para actuar en partidos de la División Profesional. El documento no establece una fecha de retorno ni las condiciones para levantar la sanción.

La determinación fue adoptada por los integrantes de la Comisión Nacional de Árbitros: Pedro Saucedo Rodríguez, José Jaime Jordán Gallardo y Everh Cuéllar Moscoso.

La decisión se conoce pocos días después de que Blooming anunciara una denuncia formal ante el Tribunal de Disciplina Deportiva contra Gery Vargas y el equipo VAR.

El club cruceño sostuvo que la expulsión de Julio Vila fue injusta. Además, anunció que presentaría material audiovisual para demostrar que el defensor no cometió la infracción sancionada.

La jugada ocurrió a los 44 minutos del primer tiempo, cuando Blooming vencía 1-0. Adrián Estacio avanzó por el sector derecho y cayó cerca del borde del área.

En primera instancia, Gery Vargas dejó continuar la acción. Sin embargo, el VAR lo convocó a revisar la jugada en el monitor y, tras observar las imágenes, decidió expulsar directamente a Julio Vila.

La dirigencia celeste cuestionó la interpretación del árbitro principal y del equipo VAR. También consideró que la decisión condicionó el partido al disputar todo el segundo tiempo con un jugador menos.

Blooming denunció una presunta actuación parcializada y puso en duda la capacidad técnica de los responsables de la revisión. Asimismo, solicitó sanciones disciplinarias y el levantamiento de cualquier suspensión que pudiera recaer sobre Vila.

Tras el encuentro, Adrián Estacio afirmó que existió un contacto en el empeine. Explicó que esa acción le hizo perder el punto de apoyo cuando intentaba enganchar hacia el interior.

No obstante, el atacante aclaró que la decisión final correspondía exclusivamente al árbitro y al VAR.

Por su parte, Julio Vila reconoció que existió un contacto. Sin embargo, señaló inmediatamente que la infracción ocurrió fuera del área y no dentro de ella.

Con ese gesto, el defensor dejó en claro que su discrepancia apuntaba al lugar de la falta y a la interpretación que terminó provocando su expulsión.

Aunque Blooming solicitó una suspensión de dos años para Gery Vargas, la Comisión Nacional de Árbitros optó por imponer una sanción indefinida a los cuatro integrantes del equipo arbitral involucrados en la revisión de la jugada.",https://larazon.bo/marcas/2026/08/01/suspenden-indefinidamente-a-gery-vargas-por-la-expulsion-de-julio-vila/
La Razón,2026-08-01,"Internacional, Marcas",Mudryk es autorizado a volver a jugar con Chelsea,"El delantero ucraniano del Chelsea Mijailo Mudryk fue autorizado a volver a jugar con el club londinense, después de un acuerdo tras una suspensión por dopaje, anunció el viernes la Federación Inglesa de Fútbol (FA).

El extremo de 25 años fue suspendido por cuatro años después de un control efectuado en 2024 en el que se detectó una débil concentración de meldonium, una sustancia prohibida.

El internacional ucraniano presentó un recurso ante el Tribunal Arbitral del Deporte (TAS), pero desde entonces la Agencia Mundial Antidopaje (AMA) modificó sus procedimientos.

TAMBIÉN PUEDE LEER:

Infantino cede ante la rebelión y retira su plan de inversión privada

Si el control se hubiera efectuado actualmente con el mismo resultado no se habría violado la reglamentación antidopaje, destacó la FA en un comunicado.

Por ese motivo, la FA y el jugador llegaron a un acuerdo con el visto bueno de la AMA.

«Mudryk reconoce haber cometido las violaciones de las reglas antidopaje que se le habían reprochado y acepta un periodo de ineligibilidad equivalente al tiempo ya cumplido en la fecha del acuerdo», afirmó la FA.

Mudryk, que no juega desde noviembre de 2024, se unió al Chelsea en 2023, procedente del Shakhtar Donetsk .

En 73 partidos con los Blues firmó 10 tantos, sin llegar a brillar como se esperaba. Ahora tendrá una nueva oportunidad en el inicio de una nueva etapa, con la llegada del entrenador español Xabi Alonso.

La noticia de su autorización para volver a jugar coincidió con el día en que el Chelsea pudo librarse de la retirada de seis puntos con la que había sido castigado en primera instancia, en un caso de 74 infracciones a las reglas de la FA sobre diversas cuestiones.

En la apelación, el club londinense se libró de la retirada de puntos y fue castigado con una multa de 10 millones de libras (13,4 millones de dólares), que será destinada al fútbol amateur.

La sanción también incluía una prohibición de fichar en dos ventanas del mercado, que queda en suspenso y no deberá en principio cumplir.",https://larazon.bo/marcas/2026/08/01/mudryk-es-autorizado-a-volver-a-jugar-con-chelsea/
La Razón,2026-08-01,Voces,De la mediterraneidad a la competitividad: una nueva visión logística para Bolivia,"Por años, Bolivia ha abordado su logística internacional desde una lógica reactiva, resolviendo contingencias y necesidades conforme aparecen, pero sin consolidar una visión de largo plazo. Mientras el mundo reposiciona puertos, corredores logísticos y conectividad marítima como pilares de competitividad, seguridad económica y desarrollo productivo, nuestro país viene trabajando en una línea política económica de Estado.

Las principales economías del mundo ya entendieron que la infraestructura logística no es simplemente un soporte del comercio exterior; es un activo estratégico nacional. Estados Unidos fortalece su resiliencia logística, India ejecuta una visión marítima al 2047, Singapur convirtió su ecosistema portuario en ventaja competitiva global, China viene realizando inversiones locales e internacionales para el desarrollo logístico y nuestro vecino Chile acaba de consolidar una Política Nacional Logística y Portuaria.

Nuestra condición mediterránea no debería ser únicamente un argumento histórico o diplomático; debería convertirse en el principal motor para diseñar una estrategia nacional agresiva de integración logística, desarrollo portuario y económico.

En la actualidad el Estado y los actores público – privados deberían articular acciones y ser vista como una política de Estado clara que busca articular infraestructura, comercio exterior, transporte, relaciones internacionales, integración regional y desarrollo productivo bajo una misma visión.

La logística impacta directamente en la competitividad del país. Cada demora en frontera, cada congestión o bloqueo, cada sobrecosto operativo termina afectando exportadores, importadores, industria y consumidores. En una economía donde el abastecimiento de combustibles, insumos productivos, materia prima, bienes de capital y mercancías importadas depende críticamente del comercio exterior, la logística deja de ser un asunto técnico para convertirse en un factor macroeconómico.

Pacífico, Atlántico, hidrovía, corredores terrestres, integración ferroviaria y plataformas logísticas internas deben formar parte de una sola visión nacional. No se trata de depender de una única ruta, sino de construir resiliencia.

Bolivia necesita avanzar hacia una política logística – portuaria. Esto exige una visión estratégica de largo plazo, con objetivos claros, metas concretas y mecanismos de ejecución y seguimiento que garanticen continuidad y ajustes. También requiere una gobernanza moderna que articule al Estado con el sector privado, exportadores, operadores logísticos y actores del comercio exterior, bajo una visión compartida de competitividad nacional.

A ello debe sumarse una apuesta decidida por las Alianzas Público – Privadas, la sostenibilidad, la formación de talento especializado, la integración multimodal y el fortalecimiento de corredores logísticos que permitan a Bolivia reducir vulnerabilidades, mejorar su eficiencia operativa, comercial y transformar su posición geográfica en una oportunidad de desarrollo económico.

La gran pregunta no es si Bolivia necesita una política logística – portuaria de Estado, la verdadera pregunta es cuánto más estamos dispuestos a perder sin ella.",https://larazon.bo/voces/2026/08/01/de-la-mediterraneidad-a-la-competitividad-una-nueva-vision-logistica-para-bolivia/
La Razón,2026-08-01,Voces,¿Vivimos en el mismo país o en dos realidades diferentes?,"Hay países divididos por ideologías, por religiones o por modelos económicos. Argentina parece haber inventado otra forma de grieta: la de dos mundos que conviven sobre el mismo suelo, pero casi nunca se cruzan.

En uno se habla de candidaturas, alianzas, encuestas, internas, reelecciones y reparto de cargos. En el otro se habla de precios, jubilaciones, remedios, trabajo, discapacidad, educación y de cómo llegar a fin de mes.

No se trata de quién tiene razón. Se trata de prioridades. Mientras unos viven pendientes del próximo turno electoral, millones de argentinos esperan el próximo turno médico, hacen cuentas para llenar el changuito o rezan para conservar el trabajo.

Los argentinos nos la rebuscamos para estar siempre en el candelero; nuestra clase dirigente y sus adláteres no le esquivan el culo a la jeringa. No hay aguja hipodérmica a la que le hagamos asco: si viene para nuestra nalga, viene; y si no, nosotros vamos a su encuentro.

¿Teníamos necesidad de abrir un nuevo frente de conflicto con Brasil, con el Partido Demócrata de los Estados Unidos o con México? ¿Con qué fin? ¿Con qué beneficio? Mientras la realidad golpea con fuerza, buena parte del debate político parece transitar por un carril completamente distinto.

Según la prensa argentina, la vicepresidenta Victoria Villarruel afirmó que Javier Milei tiene «persecuciones imaginarias» que replica en Argentina y en el exterior y manifestó su preocupación por su estado. No fue precisamente una diferencia menor entre quienes fueron elegidos para gobernar juntos.

Mientras tanto, el nuevo jefe de Gabinete llega, cambia funcionarios y vuelve a empezar.

Se discute si las PASO se suspenden, si habrá alianzas, quién encabezará las listas y cómo se repartirán los lugares. Falta más de un año para las elecciones, pero buena parte de la política ya vive instalada en ese calendario.

Todo gira alrededor de la próxima elección, de la próxima encuesta o del próximo movimiento táctico. Pareciera que el país pudiera ponerse en pausa mientras los dirigentes ordenan su tablero.

Sin embargo, del otro lado del vidrio hay cuarenta y siete millones de argentinos que no pueden darse ese lujo.

Ellos no se despiertan pensando en alianzas electorales. Se levantan preguntándose si el sueldo alcanzará, si conseguirán turno para un especialista, si podrán comprar los remedios, pagar el alquiler o simplemente llenar el changuito sin resignar algo imprescindible.

Lo dicen todos los días los analistas, los economistas y los periodistas: «se cayó el consumo», «la gente no llega a fin de mes», «los salarios siguen perdiendo frente a la inflación», «la clase media está al límite», «la pobreza se enseñorea con la clase media». Lo dicen, lo analizan, lo publican… y al día siguiente comienza una nueva discusión política que vuelve a desplazar esos problemas del centro de la escena.

Y ahí aparece la sensación que existen dos realidades que apenas se rozan.

Porque mientras ellos hablan del próximo turno electoral, millones de argentinos hablan del próximo turno médico.

Mientras ellos discuten candidaturas, otros hacen cuentas para llegar a fin de mes.

Mientras ellos proyectan el futuro, muchos apenas consiguen atravesar el presente.

Nos hicieron creer durante años que la gran grieta dividía a los argentinos entre oficialistas y opositores, peronistas y antiperonistas, kirchneristas y antikirchneristas. Hoy no estoy tan seguro.

Creo que la verdadera grieta pasa por otro lado. No separa ideologías. Separa prioridades.

De un lado están LOS ELLOS. Del otro, LOS NOSOTROS.

LOS ELLOS tienen otras prioridades. Viven pendientes de las encuestas, de las listas, de los cargos, de las alianzas, de las internas, de las operaciones políticas y de la próxima elección. Cambian de enemigos, de socios y hasta de discursos con una facilidad asombrosa, pero rara vez abandonan ese universo que gira alrededor de ellos mismos.

LOS NOSOTROS vivimos pendientes de llegar a fin de mes, de conseguir un turno, de que alcance para los remedios, de conservar el trabajo, de pagar los impuestos, de que nuestros hijos y nietos tengan alguna oportunidad y de que el esfuerzo cotidiano sirva para algo más que sobrevivir.

Esa sí parece una grieta difícil de cerrar.

Porque mientras unos discuten cómo acceder al poder, los otros sólo esperan que el poder se acuerde de que existen.

Dejen de mirarse el ombligo.

Salgan por un momento de las oficinas, de los estudios de televisión, de las reuniones partidarias y de las redes sociales.

Descubran que, además de ustedes, existe un país real.

Un país donde la política importa, pero no ocupa las veinticuatro horas del día.

Un país donde las urgencias tienen nombre y apellido.

Un país que no necesita dirigentes preocupados únicamente por la próxima elección, sino representantes capaces de mirar un poco más allá de sus propias disputas.

Porque cuando quienes toman las decisiones terminan viviendo tan lejos de quienes deben soportar sus consecuencias, deja de haber una sola realidad. Empiezan a convivir dos.

Dos países.

Dos maneras de entender las prioridades.

Dos mundos paralelos.",https://larazon.bo/voces/2026/08/01/vivimos-en-el-mismo-pais-o-en-dos-realidades-diferentes/
La Razón,2026-08-01,Voces,Crear en tiempos de crisis,"Bolivia atraviesa uno de los momentos económicos más difíciles de los últimos años. Más del 80% del empleo en el país es informal, una de las tasas más altas de la región, y las proyecciones para este año no son alentadoras. Los ingresos reales han caído, los precios suben y la sensación generalizada es de incertidumbre. Frente a estos números uno podría pensar que no es momento de arriesgar, de emprender, de intentar algo nuevo. Yo creo exactamente lo contrario. Es, quizás, el momento en que más lo necesitamos.

Las crisis, con todo lo que tienen de duras, también obligan a repensar cómo generamos ingresos. Cuando el empleo formal se contrae, la gente busca alternativas, y muchas de esas alternativas terminan siendo ideas de negocio genuinas. He visto de cerca decenas de historias de jóvenes, profesionales y personas sin experiencia previa en negocios, que tienen un proyecto en la cabeza y no saben por dónde empezar.

Algunos lo intentan solos, a prueba y error, gastando meses y ahorros en algo que quizás con un poco de orientación habría avanzado más rápido. El talento no falta. Lo que falta, muchas veces, es un entorno que acompañe esa idea desde el primer boceto hasta convertirla en una solución real, validada y capaz de llegar al mercado.

Quiero detenerme en algo que solemos pasar por alto: innovar no es sinónimo únicamente de inteligencia artificial ni de startups tecnológicas. Innovar es también un nuevo modelo de negocio, una forma distinta de llegar al cliente, un proceso más eficiente, una solución que resuelve un problema cotidiano de manera útil y diferente.

Un emprendimiento gastronómico que rediseña su logística, un modelo asociativo entre productores, una solución de economía circular, incluso una forma distinta de organizar el trabajo dentro de un taller familiar: todo eso también puede ser innovación, aunque no use una sola línea de código. Reducir la innovación a lo tecnológico deja fuera a muchas personas que hoy están emprendiendo en Bolivia

Por eso creo que la tarea no es solo inspirar creatividad, sino construir las condiciones para que una idea pueda convertirse en innovación. Porque innovar no es únicamente imaginar algo nuevo; es resolver un problema real, validar una solución, llevarla al mercado y generar valor concreto para las personas, las empresas y el territorio.

Una idea necesita acompañamiento, mentoría, espacios para conectarse con el ecosistema, validación frente a posibles aliados, acceso a mercado y, en algún momento, capital para crecer. Cuando falta alguno de esos eslabones, el proyecto se estanca, pierde fuerza o queda atrapado en la informalidad, sin lograr convertirse en una iniciativa sostenible, formal y con capacidad de crecer.

Ahí está el desafío: construir entornos donde las ideas se transformen en proyectos, los proyectos en soluciones y las soluciones en impacto.

Es justamente esa lógica la que hemos intentado plasmar, desde CAINCO y su agencia de innovación, Santa Cruz Innova, en la Feria de Innovación & Emprendimiento, que este año incorpora la 5ta edición del VCiLAT, el Venture Capital & Impact Investment Summit LATAM. La Feria y VCILAT forman parte de un mismo recorrido: acompañar una idea desde sus primeras etapas, conectarla con el ecosistema, acercarla al mercado y, cuando esté lista, abrirle puertas hacia inversión real.

Creo profundamente que la salida de una crisis no depende solo de decisiones macroeconómicas, sino también de cuántos espacios seamos capaces de crear, entre instituciones, empresas y ciudadanos, para que el talento de la gente encuentre su camino.

Al final, la pregunta que me hago no es si Bolivia tiene ideas suficientes para salir adelante. Estoy convencida de que sí, las veo todos los días. La pregunta que de verdad importa es si estamos construyendo, a tiempo y con la seriedad que merece, los puentes necesarios para que esas ideas dejen de ser solo ideas y se conviertan en la base de la economía que este país necesita reconstruir.",https://larazon.bo/voces/2026/08/01/crear-en-tiempos-de-crisis/
La Razón,2026-08-01,Economía y Empresa,Entra en vigor la Ley del PGE y abre evaluación de empresas públicas,"La Ley de Modificaciones al Presupuesto General del Estado (PGE) Reformulado 2026 entró oficialmente en vigencia tras su promulgación por el presidente Rodrigo Paz y su publicación en la Gaceta Oficial del Estado.

La norma sustituye el presupuesto heredado de la anterior administración liderada por Luis Arce y establece nuevas directrices para el manejo de las finanzas públicas, entre ellas una evaluación integral de las empresas estatales que deberá completarse en un plazo de 30 días.

Uno de los aspectos centrales de la ley es la instrucción a la Oficina Técnica para el Fortalecimiento de la Empresa Pública (OFEP), que deberá elaborar un diagnóstico técnico de todas las empresas públicas del nivel central del Estado y recomendar, según cada caso, su continuidad, reorganización, disolución o liquidación.

El plazo comenzó a correr desde la publicación de la norma, el 30 de julio, por lo que el informe deberá ser entregado al Consejo Superior Estratégico de la Empresa Pública (COSEEP) antes de que concluya agosto.

La evaluación forma parte del proceso de reorganización del aparato estatal impulsado por el Gobierno, que busca revisar la sostenibilidad financiera y operativa de las empresas públicas creadas en los últimos años.

Según datos oficiales, al menos 15 empresas estatales se encuentran en quiebra técnica y acumulan pérdidas por Bs 3.637 millones. Entre ellas figuran la Empresa Estatal de Producción y Comercialización del Oro (Epcoro) y la Empresa Boliviana de Producción Agropecuaria (B-Agro).

En total, alrededor de 67 empresas públicas creadas durante las gestiones del Movimiento Al Socialismo (MAS) serán sometidas al proceso de evaluación para determinar si continúan operando bajo su actual estructura o requieren modificaciones.

La entrada en vigor del presupuesto reformulado también oficializa un nuevo escenario macroeconómico para la gestión 2026. El Gobierno proyecta un crecimiento económico inferior al 1%, una inflación cercana al 14% y un déficit fiscal equivalente al 9% del Producto Interno Bruto (PIB).

Como parte de ese ajuste, la norma contempla una reducción de Bs 4.800 millones en la inversión pública y un recorte de Bs 4.100 millones en el gasto corriente, medidas que el Ejecutivo considera necesarias para reordenar las cuentas fiscales y priorizar áreas estratégicas.

Al mismo tiempo, el presupuesto autoriza la creación de más de 6.800 nuevos ítems en el sector público. Del total, 3.000 estarán destinados a educación para atender el déficit de personal docente, mientras que 2.355 se asignarán al sistema de salud.

Asimismo, la ley habilita la incorporación de 1.512 nuevos ítems para las Fuerzas Armadas y la Policía Boliviana, con el objetivo de fortalecer las tareas de seguridad y defensa del Estado.

Con la promulgación de la norma concluye el proceso legislativo del PGE Reformulado 2026 y comienza su aplicación, en una gestión marcada por el ajuste fiscal, la reorganización de las empresas estatales y la reasignación de recursos hacia sectores considerados prioritarios por el Gobierno .",https://larazon.bo/economia-y-empresa/2026/08/01/entra-en-vigor-la-ley-del-pge-y-abre-evaluacion-de-empresas-publicas/
La Razón,2026-08-01,Economía y Empresa,Agro de Cochabamba apuesta por importar su propio diésel,"El sector agropecuario de Cochabamba anunció que en 15 días iniciará la importación de su propio diésel, una vez concluya los trámites administrativos, con el objetivo de garantizar el abastecimiento de combustible para la producción.

Rolando Morales, representante de la Cámara Agropecuaria de Cochabamba (CAC), informó que las gestiones para la importación ya fueron concluidas y que cualquier ciudadano o sector productivo que cumpla los requisitos establecidos puede acceder a este mecanismo.

“Como sector agropecuario y consejo multisectorial seguramente en 15 días ya vamos a empezar a importar nuestro propio diésel”, afirmó el dirigente a Unitel.

Morales explicó que la reunión sostenida con autoridades del área de hidrocarburos fue positiva y confirmó que la importación se realizará mediante surtidores del Trópico, debido a que el sector no cuenta con una logística propia para la distribución del combustible.

Lea más: Ávila pide investigar denuncia de cobros irregulares en la venta de diésel de YPFB

Asimismo, advirtió que el diésel importado se comercializará a precio internacional, por encima del valor actualmente subvencionado, lo que incrementará los costos de producción y terminará reflejándose en el precio de los alimentos.

«No hay combustible más caro que el que no existe», sostuvo Morales.

En la misma línea, el sector bananero del Trópico de Cochabamba informó que también ultima los trámites para importar diésel mediante los surtidores del Chapare.

Agustín Conde, presidente de la CAC, señaló que ya cuentan con el visto bueno de la Agencia Nacional de Hidrocarburos (ANH) y de Yacimientos Petrolíferos Fiscales Bolivianos (YPFB), por lo que solo restan ajustes logísticos para iniciar las operaciones.

“Nos reunimos con Asosur del Trópico y altas autoridades de la ANH, YPFB, y hay un visto bueno”, dijo el dirigente.

Según indicó que el sector no puede parar ante la falta de combustible y “sí o sí”, se necesita “aunque estén comprando en bolsa negra”.

Indicó además que requieren el combustible para cumplir contratos de exportación con mercados de Argentina, Chile y Uruguay, por lo que aseguraron que no pueden detener sus actividades.

Incluso reveló que recibieron una oferta para adquirir el diésel a Bs 17 por litro, aunque remarcaron que la prioridad es garantizar el suministro para mantener la producción y las exportaciones.",https://larazon.bo/economia-y-empresa/2026/08/01/agro-de-cochabamba-apuesta-por-importar-su-propio-diesel/
La Razón,2026-08-01,Economía y Empresa,Medinaceli agradece el respaldo y afirma: ‘Permaneceré en Bolivia’,"El exministro de Hidrocarburos Mauricio Medinaceli agradeció las muestras de solidaridad recibidas tras recuperar su libertad, en el marco de la investigación por el caso denominado “gasolina desestabilizada”.

A través de sus redes sociales, aseguró que permanecerá en Bolivia, ejercerá su derecho a la defensa y colaborará con las autoridades para el esclarecimiento de los hechos.

En su publicación, Medinaceli describió los últimos días como “los más difíciles” de su vida y afirmó que tanto él como su familia atravesaron un momento de profunda incertidumbre; sin embargo, señaló que recibió cientos de mensajes, llamadas, publicaciones y expresiones de apoyo que, según dijo, le brindaron fortaleza durante el proceso.

Medinaceli también agradeció a quienes, pese a no conocerlo personalmente, manifestaron confianza en su trayectoria profesional y humana. Afirmó que ese respaldo constituye uno de los gestos más significativos que recibió durante la investigación.

Lea más: Pronunciamiento ciudadano pide que Medinaceli se defienda en libertad

La exautoridad recordó que durante más de tres décadas desarrolló actividades vinculadas al estudio, la docencia, la investigación y el servicio público, y sostuvo que siempre actuó con honestidad, independencia técnica y compromiso con el país. Añadió que esos principios, lejos de debilitarse por la situación que enfrenta, se fortalecen ante la adversidad.

Respecto al proceso judicial, ratificó la posición que expresó al recuperar su libertad y aseguró que permanecerá en el país para asumir su defensa. «Permaneceré en Bolivia, ejerceré plenamente mi derecho a la defensa y colaboraré con las autoridades competentes para que los hechos sean esclarecidos», escribió.

También manifestó su confianza en que la investigación permitirá establecer los hechos con objetividad y conforme a la ley, reiterando que espera que prevalezca la verdad durante el desarrollo del proceso.

Señaló que los cargos públicos son transitorios, mientras que la confianza, el respeto y el afecto construidos a lo largo de la vida constituyen un patrimonio que ninguna circunstancia puede arrebatar.",https://larazon.bo/economia-y-empresa/2026/08/01/medinaceli-agradece-el-respaldo-y-afirma-permanecere-en-bolivia/
La Razón,2026-08-01,Nacional,Presidente del Senado señala necesaria una reforma de la Constitución para transformar el país,"El presidente de la Cámara de Senadores, Diego Ávila, indicó que es necesaria una modificación parcial de la Constitución Política del Estado (CPE) para consolidar la transformación del país.

“Necesitamos generar una Ley de Necesidad de Reforma de la Constitución donde se incorporen todos los procesos que se van a cambiar en el campo judicial, ambiental, económico y político”, declaró Ávila en entrevista con radio El Deber.

El legislador precisó que “no hay otra forma” de afrontar el cambio estructural del país, no obstante, recordó que esta modificación parcial de la Carta Magna debe aprobarse por dos tercios de votos y someterse a un referendo para su plena vigencia.

Por ejemplo, señaló que, si se quiere cambiar la Ley de Autonomías y avanzar hacia el Federalismo no solo basta con modificar la norma sectorial, sino es necesario modificar varios aspectos que tienen que ver con facultades y competencias que están fijadas en la Constitución.

“Yo creo que como país estamos en un momento clave, muy importante para el futuro. Es un momento casi refundacional, aunque a veces es difícil hablar de eso, pero necesitamos llevar adelante las transformaciones”, puntualizó.

Asimismo, el líder de la Cámara Alta indicó que una transformación del país necesita del compromiso y consenso de todas las fuerzas políticas en el Parlamento y la población.

Sobre el paquete de leyes económicas que debe ser enviado a la Asamblea Legislativa, Ávila manifestó que no se determinaron plazos hasta el momento y que lo que por ahora se está haciendo es asegurar fuentes de financiamiento que permitan sostener el funcionamiento macroeconómico.",https://larazon.bo/nacional/2026/08/01/presidente-del-senado-senala-necesaria-una-reforma-de-la-constitucion-para-transformar-el-pais/
