sitio_noticias,fecha,seccion,titular,cuerpo,url
Red Uno,2026-07-19,Por incendios y humo tarija amplia una semana las vacaciones escolares 2026719193917,"Por incendios y humo, Tarija amplía una semana las vacaciones escolares","En un giro de último momento determinado tras una reunión de emergencia este domingo, la Dirección Departamental de Educación de Tarija resolvió ampliar el descanso pedagógico por una semana más en todos los distritos educativos del departamento. La medida se tomó con el objetivo primordial de precautelar la salud de la comunidad estudiantil frente a la densa humareda y los incendios forestales que azotan a la región.

Con esta disposición oficial, el retorno a las labores escolares en las unidades educativas y centros de formación quedó postergado hasta el próximo lunes 27 de julio .

Una decisión de alcance departamental

Inicialmente, Tarija figuraba como uno de los departamentos donde no se contemplaba prolongar el receso escolar, debido a que no se registraban frentes de bajas temperaturas que lo justificaran.

No obstante, la gravedad de la situación ambiental obligó a cambiar los planes. La directora departamental de la institución, Eldy Urzagaste, explicó que en un principio la suspensión de clases solo iba a aplicarse en los municipios de San Lorenzo y la provincia Cercado. Sin embargo, debido al avance descontrolado del fuego y la dispersión del humo, las autoridades educativas optaron por aplicar la ampliación de manera generalizada a todo el territorio tarijeño, incluyendo regiones fronterizas como Yacuiba.

""Atendiendo la solicitud realizada por la Junta Distrital de Padres y Madres de Familia y tomando en cuenta la recomendación del Sedes (...) Con la finalidad de precautelar la salud de nuestros estudiantes, se ha tomado la decisión de ampliar el descanso pedagógico una semana"", reza el comunicado formal emitido por la Dirección Distrital de Cercado.

Mira la programación en Red Uno Play",https://www.reduno.com.bo/noticias/por-incendios-y-humo-tarija-amplia-una-semana-las-vacaciones-escolares-2026719193917
Red Uno,2026-07-19,Deportes,De la Fuente celebra la gloria de España: “Juntos somos más fuertes”,"Luis de la Fuente, seleccionador español, expresó este domingo, tras proclamarse campeón del mundo con una victoria por 1-0 en la final ante Argentina, que esta “generación de futbolistas” es un “ejemplo” para España, indicó que “juntos” son “más fuertes” y recalcó su “orgullo” de haberlos acompañado a la cima.

El técnico estaba “muy emocionado”, cuando echa “la vista atrás”, tras el triunfo.

“Hemos hablado mucho con los jugadores y me decían ‘míster, hemos ganado todo’. Y eso es maravilloso. Una generación de futbolistas que son un ejemplo para el deporte español, para la juventud española, para España. Juntos somos más fuertes. Que no quepa duda a nadie”, afirmó en declaraciones a TVE al término del choque.

“Especialmente, mucho orgullo. Orgullo por esta generación de futbolistas que han ido creciendo con esta idea, fieles a la idea, haciéndola mejor, dando un ejemplo de grupo, de equipo, de familia, de grandes futbolistas, con un potencial y un talento excepcional, especialmente orgulloso de haberles acompañado en este recorrido, en esta trayectoria, y para mí es un honor”, resaltó.

Para él, el partido se podría haber “decantado bastante antes”.

“Las grandes intervenciones de ‘Dibu’ (Martínez) han impedido que el partido se ganara antes y que nos pusiéramos por delante en el marcador con más solvencia. Esta es una final de un Mundial y, aunque con diez, tienes que sufrir. Hemos demostrado otra vez que estamos preparados para todo”, apuntó. EFE

Mira la programación en Red Uno Play",https://www.reduno.com.bo/deportes/de-la-fuente-celebra-la-gloria-de-espana-juntos-somos-mas-fuertes-2026719193727
Red Uno,2026-07-19,Deportes,La segunda estrella también se celebra en La Paz: comunidad española festeja el título mundial,"La alegría es desbordante y los cánticos de campeones resuenan con fuerza en el centro paceño. Luego de que la ""Furia Roja"" se consolidara por segunda vez en su historia como campeona del mundo al vencer a Argentina, los festejos se instalaron de manera indefinida en la residencia oficial de España en La Paz, donde residentes ibéricos e invitados especiales celebraron la conquista de la ansiada segunda estrella.

El ambiente de tensión y nerviosismo que se vivió durante los 120 minutos de juego se transformó en un estallido de júbilo total tras el pitazo final en Nueva York, dando paso a una velada de abrazos, banderas al aire y orgullo compartido.

Un triunfo basado en la deportividad y la diversidad

En medio de las celebraciones, el embajador de España en Bolivia, Fernando García Casas, tomó la palabra para expresar su enorme satisfacción por el logro alcanzado y agradecer el acompañamiento del pueblo boliviano y de otros países latinoamericanos que se sumaron a la cita.

""La segunda estrella, muy felices aquí en La Paz con los amigos bolivianos, amigos de otros países latinoamericanos. Muy contentos, muy felices. Un gran partido, jugado con mucha deportividad, de españoles de muy diversos orígenes y todo un equipo. Yo no soy experto en fútbol, habría que ver el VAR, lo que me importa es la deportividad y el triunfo"" , declaró la autoridad diplomática con una sonrisa.

Un ejemplo para la sociedad

El diplomático no dejó pasar la oportunidad para resaltar los valores colectivos que llevaron al seleccionado español a levantar el trofeo más importante del planeta por segunda ocasión, poniéndolos como un reflejo del país actual.

""Gran enhorabuena al equipo, nos han dado un gran momento de alegría, y que sigan trabajando así: una sociedad diversa, abierta, con gente de diversos orígenes y todos juntos"" , concluyó García Casas visiblemente honrado.

Con el segundo trofeo asegurado en sus vitrinas, la comunidad española en la sede de Gobierno continúa disfrutando de una noche histórica que une las distancias geográficas a través de la pasión del fútbol.

Mira la programación en Red Uno Play",https://www.reduno.com.bo/deportes/la-segunda-estrella-tambien-se-celebra-en-la-paz-comunidad-espanola-festeja-el-titulo-mundial-2026719193324
Red Uno,2026-07-19,Deportes,“Estuviste llorando toda la semana”: el caliente cruce entre Otamendi y Rodri tras la final,"El final del encuentro que consagró a España como campeona del Mundial 2026 tras vencer 1-0 a la Selección Argentina estuvo lejos de ser pacífico. Apenas el árbitro decretó el cierre en el MetLife Stadium, las pulsaciones se mantuvieron a mil revoluciones y la cancha se transformó en el escenario de varios encontronazos calientes entre futbolistas de ambos planteles. El más tenso, sin duda, lo protagonizaron Nicolás Otamendi y Rodrigo Hernández.

Una semana entera de idas y vueltas frente a los micrófonos terminó de encender la mecha de un partido de por sí cargado de polémica. En ese contexto de frustración y revoluciones altas, ""Ota"" fue a buscar directamente al mediocampista del Manchester City y capitán del seleccionado español.

Tres reclamos y un saludo rechazado

El zaguero argentino, que con este partido alcanzó las 21 presencias mundialistas —transformándose en el segundo defensor con más partidos en la historia de la Copa del Mundo, solo por detrás de las 23 apariciones del italiano Paolo Maldini—, se plantó cara a cara con el volante ibérico en la mitad de la cancha.

Antes de que pudiera iniciarse cualquier gesto de deportividad, Otamendi le negó el saludo a Rodri y le recriminó con dureza las declaraciones que los futbolistas españoles habían realizado en los días previos.

""Estuviste llorando toda la semana"" , le espetó el defensor argentino en tres oportunidades consecutivas al capitán español, mientras las cámaras captaban el momento de máxima tensión.

Dos realidades opuestas tras el silbatazo

Afortunadamente, la situación pudo descomprimirse a los pocos segundos gracias a la intervención de otros futbolistas, evitando que el cruce pasara a mayores.

A partir de ahí, el campo de juego reflejó las dos caras de la moneda de forma dramática. De un lado, los jugadores españoles dieron rienda suelta a los festejos por la segunda estrella de su historia gracias al agónico gol de Ferran Torres. Del otro, la desolación absoluta: varios futbolistas argentinos quedaron tendidos sobre el césped, completamente golpeados por el vacío de haberse quedado a las puertas del bicampeonato mundial.

Mira la programación en Red Uno Play",https://www.reduno.com.bo/deportes/estuviste-llorando-toda-la-semana-el-caliente-cruce-entre-otamendi-y-rodri-tras-la-final-2026719191442
Red Uno,2026-07-19,Deportes,Messi rompe en llanto tras la final: la imagen de una posible despedida mundialista,"El pitazo final en el MetLife Stadium no solo decretó la victoria de España por 1-0 sobre Argentina y la conquista del Mundial 2026. También marcó el final de una era. Lionel Messi disputó su último partido en una Copa del Mundo con la camiseta albiceleste y, tras el encuentro, no pudo contener la emoción.

El capitán argentino rompió en llanto sobre el césped mientras era consolado por sus compañeros, en una imagen que reflejó el dolor de la derrota y el significado de poner punto final a una trayectoria mundialista que quedará grabada en la historia del fútbol.

A sus 39 años, Messi cerró un recorrido inolvidable en los Mundiales. Desde su debut en Alemania 2006 hasta la final de 2026, el rosarino protagonizó una de las carreras más exitosas que haya tenido un futbolista con su selección.

El desenlace no fue el que soñaba. Argentina cayó por la mínima diferencia ante España con un gol de Ferran Torres a los 106 minutos del tiempo suplementario, resultado que impidió a la Albiceleste conquistar un nuevo título mundial.

Más allá de la derrota, la despedida de Messi estuvo cargada de reconocimiento. Los aplausos de los aficionados presentes en el estadio acompañaron la salida de uno de los jugadores más influyentes de la historia del fútbol, protagonista de innumerables momentos con la camiseta argentina.

Con el final del Mundial 2026 se cierra también el capítulo mundialista de Lionel Messi, un futbolista que conquistó la Copa del Mundo en Catar 2022 y que volvió a llevar a Argentina hasta una final cuatro años después. Su legado queda escrito entre los más grandes del deporte, como referente de una generación que marcó una época y dejó una huella imborrable en la historia de los Mundiales.

Mira la programación en Red Uno Play",https://www.reduno.com.bo/deportes/messi-rompe-en-llanto-tras-la-final-la-imagen-de-una-posible-despedida-mundialista-202671919246
Red Uno,2026-07-19,Tendencias,Lo invitaron a mirar el partido y terminó recuperando el contacto con su madre,"A veces, el fútbol es la excusa perfecta para que ocurran los milagros más inesperados. Lo que comenzó como un simple acto de empatía y camaradería durante el tenso partido entre Argentina e Inglaterra, terminó transformándose en una historia de vida que conmovió a miles de personas en las redes sociales.

Todo sucedió en un local gastronómico en la Ciudad Autónoma de Buenos Aires. Mientras la Selección Argentina perdía 1 a 0 frente al conjunto inglés, los clientes y trabajadores del bar notaron a un hombre que se había detenido en la vereda, intentando seguir las acciones del encuentro a través del televisor del comercio. Sin dudarlo, los presentes decidieron romper las barreras de la indiferencia.

De la vereda al corazón del bar

El hombre resultó ser Fabián, un trabajador humilde que actualmente se encuentra en situación de calle. Al verlo allí, la gente del local lo invitó a sentarse, le acercaron una silla, una cerveza bien fría y un choripán para compartir el sufrimiento y la pasión por la Albiceleste. El ambiente cambió por completo: con Fabián integrado al grupo en la vereda, la Selección logró empatar y finalmente quedarse con una agónica victoria que desató la locura de todos los comensales. Sin embargo, el verdadero triunfo de Fabián estaba por llegar.

Los dueños del establecimiento grabaron el emotivo momento en que lo recibían y compartieron el video en las redes sociales. La publicación no tardó en volverse viral y, de manera imprevista, llegó a los ojos correctos.

Un reencuentro virtual tras años de distancia

Entre la marea de comentarios del video, apareció el mensaje desesperado de una mujer que aseguraba ser la hermana de Fabián. Contó con profunda emoción que hacía muchos años habían perdido total contacto con él, y explicó que, al no tener un teléfono celular, les había resultado imposible localizarlo todo este tiempo.

Movilizados por el pedido, desde el restaurante iniciaron una campaña para volver a encontrar a Fabián por la zona. Gracias a la enorme solidaridad de los vecinos que se sumaron a la búsqueda, el hombre regresó al local pocos días después. Allí mismo se vivió una escena inolvidable: a través de una videollamada organizada por el bar, Fabián pudo volver a ver y hablar con su mamá y sus hermanas , en medio de lágrimas, abrazos virtuales y una profunda esperanza.

""Queremos que nos recuerden como cualquier argentino: trabajadores que nunca se dan por vencidos"" , pareció replicarse en este rincón de Buenos Aires, donde el personal del local ya se ha puesto una nueva meta: regalarle un celular a Fabián para asegurar que nunca más vuelva a perder el lazo con los suyos y ayudarlo en su sueño de salir adelante.

Mira la programación en Red Uno Play",https://www.reduno.com.bo/tendencias/lo-invitaron-a-mirar-el-partido-y-termino-recuperando-el-contacto-con-su-madre-202671918564
Red Uno,2026-07-19,Deportes,Rodri conquista el Balón de Oro y es elegido el Mejor Jugador del Mundial 2026,"El mediocampista Rodri fue elegido como el Mejor Jugador del Mundial 2026 , un reconocimiento que lo distingue como el futbolista más destacado del torneo después de ser una de las piezas fundamentales en la campaña que llevó a España a conquistar su segunda Copa del Mundo.

El volante, reconocido por su inteligencia táctica, capacidad para recuperar balones y precisión en la distribución del juego, fue el eje del mediocampo español durante toda la competición. Su regularidad y liderazgo fueron determinantes para el funcionamiento del equipo dirigido por Luis de la Fuente.

Rodri fue el encargado de darle equilibrio a La Roja , conectando la defensa con el ataque y aportando tranquilidad en los momentos de mayor exigencia. Su influencia en el juego quedó reflejada a lo largo del campeonato, donde fue uno de los futbolistas más consistentes del certamen.

La consagración de España llegó tras vencer 1-0 a Argentina en el tiempo suplementario de la final disputada en el MetLife Stadium, un resultado que permitió al conjunto español levantar el trofeo mundial por segunda vez en su historia.

Con la obtención del Balón de Oro del Mundial 2026 , Rodri suma uno de los reconocimientos más importantes de su carrera, consolidándose como uno de los mediocampistas más influyentes del fútbol internacional y una de las grandes figuras de la conquista española.

Mira la programación en Red Uno Play",https://www.reduno.com.bo/deportes/rodri-conquista-el-balon-de-oro-y-es-elegido-el-mejor-jugador-del-mundial-2026-2026719184314
Red Uno,2026-07-19,Deportes,Unai Simón gana el Guante de Oro tras un Mundial histórico con España,"El arquero Unai Simón fue distinguido con el Guante de Oro del Mundial 2026 , reconocimiento que premia al mejor portero del campeonato, luego de una destacada actuación durante el torneo que culminó con España como campeona del mundo.

El guardameta español fue una de las piezas fundamentales del equipo dirigido por Luis de la Fuente, aportando seguridad bajo los tres palos y siendo determinante en los momentos más exigentes de la competición.

Durante el Mundial, Simón destacó por sus intervenciones decisivas, su liderazgo desde el arco y su capacidad para transmitir confianza a la defensa española, factores que fueron clave para el éxito de La Roja .

Su última gran actuación llegó en la final frente a Argentina, donde mantuvo su portería en cero durante los 120 minutos y contribuyó a la victoria por 1-0 en el tiempo suplementario, resultado que permitió a España conquistar su segunda Copa del Mundo .

Con este reconocimiento, Unai Simón suma uno de los mayores logros individuales de su carrera y se consolida como uno de los arqueros más destacados del fútbol internacional, siendo una de las grandes figuras del Mundial 2026.

Mira la programación en Red Uno Play",https://www.reduno.com.bo/deportes/unai-simon-gana-el-guante-de-oro-tras-un-mundial-historico-con-espana-202671918403
Red Uno,2026-07-19,Deportes,Pau Cubarsí hace historia: es elegido Mejor Jugador Joven del Mundial 2026,"El Mundial 2026 no solo coronó a España como campeona del mundo, sino que también tuvo un reconocimiento individual para uno de sus principales referentes. Pau Cubarsí fue elegido como el Mejor Jugador del Mundial , premio que distingue al futbolista más sobresaliente de toda la competición.

Con apenas 19 años, el defensor central fue una de las piezas clave del equipo dirigido por Luis de la Fuente. A lo largo del torneo mostró seguridad defensiva, liderazgo y una notable madurez, siendo uno de los pilares de la selección española en su camino hacia la conquista de la Copa del Mundo.

Cubarsí disputó un papel determinante en la campaña de La Roja , que cerró el campeonato con el título tras vencer 1-0 a Argentina en el tiempo suplementario de la final disputada en el MetLife Stadium.

El zaguero, formado en las categorías inferiores del FC Barcelona, confirmó durante el Mundial su proyección como uno de los mejores defensores de la nueva generación del fútbol europeo. Su regularidad y rendimiento a lo largo del campeonato fueron fundamentales para que recibiera el máximo reconocimiento individual del torneo.

Con este galardón, Pau Cubarsí suma un nuevo hito a su joven carrera y se convierte en uno de los grandes nombres propios del Mundial 2026, siendo protagonista tanto en la conquista del título por parte de España como en la obtención del premio al Mejor Jugador del campeonato.

Mira la programación en Red Uno Play",https://www.reduno.com.bo/deportes/pau-cubarsi-hace-historia-es-elegido-mejor-jugador-joven-del-mundial-2026-2026719183636
Red Uno,2026-07-19,Deportes,¿Quién es Ferran Torres? El héroe del minuto 106 que hizo campeona del mundo a España,"Ferran Torres se convirtió en el gran héroe de España al marcar el gol que le dio el título del Mundial 2026 frente a Argentina. El delantero apareció en el tiempo suplementario para convertir el único tanto del encuentro y conducir a La Roja a la conquista de su segunda Copa del Mundo .

Nacido el 29 de febrero de 2000 en Foios , un municipio de la provincia de Valencia, Ferran dio sus primeros pasos en las divisiones inferiores del Valencia CF , club con el que debutó como profesional siendo apenas un adolescente y donde rápidamente llamó la atención por su velocidad, desequilibrio y capacidad goleadora.

Su crecimiento lo llevó al Manchester City , donde trabajó bajo las órdenes de Pep Guardiola y conquistó importantes títulos en el fútbol inglés. Posteriormente fichó por el FC Barcelona , equipo en el que terminó de consolidarse como uno de los atacantes más versátiles del fútbol europeo.

Con la selección española fue protagonista desde las categorías juveniles hasta convertirse en una pieza fundamental del combinado absoluto. Su capacidad para jugar por las bandas o como delantero centro, sumada a su inteligencia táctica y olfato goleador, lo consolidaron como uno de los referentes del ataque español.

A sus 26 años, Ferran Torres alcanzó el momento más importante de su carrera. Su gol a los 106 minutos de la final ante Argentina no solo le dio el triunfo a España, sino que también permitió a La Roja conquistar su segundo título mundial , inscribiendo para siempre el nombre del delantero valenciano entre los grandes héroes de la historia del fútbol español.

Mira la programación en Red Uno Play",https://www.reduno.com.bo/deportes/quien-es-ferran-torres-el-heroe-del-minuto-106-que-hizo-campeona-del-mundo-a-espana-2026719183142
