sitio_noticias,fecha,seccion,titular,cuerpo,url
La Razón,2026-09-11,Voces,"La Cumbre Iberoamericana, el Rey y Ceuta","Si se juzgara por la deriva que han tomado las Cumbres Iberoamericanas, la XXX, que se celebrará en Madrid el 4 y 5 de noviembre, podría parecer condenada a la irrelevancia. Desde aquella escena de 2007 en Santiago de Chile, cuando el Rey Juan Carlos I, exasperado por las interrupciones del presidente venezolano Hugo Chávez, le espetó su célebre «¿por qué no te callas?», las Cumbres han perdido protagonismo y capacidad de convocatoria. Su declive coincidió con el avance de los neopopulismos de izquierda radical, que convirtieron la política exterior latinoamericana en otro escenario de confrontación ideológica y erosionaron aquel espacio de diálogo y cooperación que había tenido gran sentido desde comienzos de los noventa.

Si la expectativa sobre la Cumbre se midiera por la capacidad de articulación política del Gobierno español, tampoco invita al optimismo. El Ejecutivo de Pedro Sánchez llega a la cita debilitado por los escándalos de corrupción que han alcanzado a colaboradores muy cercanos, sostenido por una mayoría parlamentaria precaria, una oposición cada vez más confiada y una agenda interna difícil, que incluye la presión migratoria sobre Ceuta. Todo ello podría restarle capacidad para hacer de la Cumbre un evento estelar, a lo que se suma el cambio en el mapa político latinoamericano. Mientras mantiene una relación especial con Brasil, Uruguay, México y Guatemala, buena parte de la región ha girado hacia la derecha o la centroderecha, y Sánchez ha protagonizado ásperos desencuentros con algunos de sus exponentes.

Pero es precisamente en esa coyuntura de fragilidad política donde España puede jugar su carta más valiosa. Felipe VI no dirige la política exterior, no negocia la declaración final de una Cumbre ni puede sustituir al Gobierno en sus responsabilidades diplomáticas. Pero es el único actor de la política española capaz de sentarse con los presidentes latinoamericanos sin cargar con el peso de las mayorías parlamentarias, las disputas partidistas o los ciclos electorales.

Su interlocución personal, su conocimiento de la región y el vínculo histórico de la Corona con sus jefes de Estado le otorgan una capacidad transversal decisiva cuando las diferencias ideológicas pueden amenazar con convertir una Cumbre en otro escenario de confrontación. No es una ventaja menor. La escena de Cuenca, en noviembre de 2024, lo puso de manifiesto. Cuando aquella Cumbre quedó marcada por la ausencia de la inmensa mayoría de los presidentes convocados, Felipe VI fue uno de los pocos jefes de Estado que acudió y acompañó al anfitrión, Daniel Noboa. Este año se produjo un gesto aún más significativo.

Después de siete años de enfriamiento entre España y México, el Rey se reunió en junio con la presidenta Claudia Sheinbaum en el Palacio Nacional, en un encuentro que simbolizó la normalización de una relación deteriorada desde la controvertida carta que Andrés Manuel López Obrador dirigió a la Corona en 2019.

Es ahí donde el valor simbólico de Felipe VI, en una coyuntura en la que la necesidad puede convertirse en virtud, ofrece a España una oportunidad que trasciende la propia Cumbre. La instrumentalización migratoria y la creciente presión política de Marruecos sobre el país podrían convertirse, paradójicamente, en el estímulo para que una asistencia masiva y comprometida a Madrid transforme la capacidad de interlocución del Rey en una palanca de solidaridad iberoamericana con España. Más aún si tras el envalentonamiento marroquí gravitaran respaldos externos o cuentas pendientes de potencias capaces de proyectar su fuerza sobre el Mediterráneo. En ese supuesto, el desafío de la Cumbre adquiriría otra dimensión.

Sería, en definitiva, la ocasión de devolver a la reunión el valor perdido y de recordar que esa comunidad de veintidós países no se reúne solo para celebrar una historia compartida, sino para poner a prueba la hermandad cuando las circunstancias lo exigen.

Ese sería apenas el primer paso, porque las Cumbres han perdido lustre al refugiarse en tópicos condescendientes y eludir asuntos espinosos. Y aquí hay que sincerarse. China está ganando la carrera por la centralidad económica en América Latina y transformando el sistema regional con comercio, infraestructura, materias primas, tecnología, manufacturas y financiación, en detrimento del espacio iberoamericano.

Es cierto que España alcanzó en 2025 un máximo histórico de stock de inversión extranjera directa en América Latina, con 245.000 millones de euros, lo que la sitúa como el segundo inversor mundial en la región, solo por detrás de Estados Unidos. Y también que México acumula ya más de 35.000 millones de euros de inversión extranjera directa en España. Pero el comercio intraiberoamericano sigue siendo magro y, en algunos casos, ha retrocedido. Si en 2000 América Latina era destino del 6,03 % de las exportaciones españolas de bienes, en 2025 esa participación había caído al 4,93 %, y algo similar ha ocurrido en el Mercosur.

Es ahí donde deberían reconocerse coincidencias sustanciales entre la agenda estadounidense en América Latina y una agenda iberoamericana que quiera recuperar relevancia. El modelo chino de sobreproducción, sostenido por subsidios y manufacturas baratas, no solo desindustrializa economías en desarrollo, sino que distorsiona precios, expulsa competidores y concentra las cadenas de suministro.

Claro, ese sería un tema para la próxima Cumbre Iberoamericana, que no debería limitarse a administrar afinidades históricas. Pero quizá sea precisamente esa la oportunidad que tiene Madrid de ayudar a corregir el rumbo desde ahora, con una Secretaría General Iberoamericana que ha demostrado capacidad de diálogo y sensatez política en estos tiempos.

*Analista político e internacional",https://larazon.bo/voces/2026/09/11/la-cumbre-iberoamericana-el-rey-y-ceuta/
La Razón,2026-09-11,Voces,¿Otra vez el centralismo?,"Bolivia no puede hablar de autonomías mientras las decisiones importantes sigan tomándose desde un escritorio en La Paz. El debate abierto por el Plan Nacional de Salud 2026-2030 vuelve a poner sobre la mesa una práctica que se debe superar: diseñar desde el nivel central y pretender que las regiones simplemente acompañen.

El secretario departamental de Salud de Santa Cruz, Dr. Germán Antelo, ha señalado que la Gobernación cruceña no participó en la elaboración del plan presentado por el Ministerio de Salud y que posteriormente fue convocada para respaldarlo. Más preocupante aún es su advertencia de que la propuesta concentraría decisiones, recursos y gestión de personal en el nivel central.

Si esto es así, no estamos ante una simple diferencia administrativa. Estamos ante una discusión sobre el modelo de Estado.

Durante demasiado tiempo Bolivia ha convivido con una suerte de colonialismo interno: el centro decide y las regiones ejecutan. Cambian los gobiernos y los discursos, pero el reflejo centralista permanece. Algunos ministros parecen asumir que administrar una cartera de Estado los convierte en supergobernadores, con capacidad para definir desde La Paz lo que corresponde hacer en cada departamento.

Ese enfoque desconoce algo esencial. La soberanía reside en el pueblo, y las autoridades departamentales también reciben legitimidad democrática directa mediante el voto. La autonomía no es una concesión del Gobierno central. Es parte de la organización constitucional del Estado y supone competencias, responsabilidades y capacidad de decisión.

En salud existen competencias concurrentes. Las gobernaciones tienen responsabilidades concretas en planificación, rectoría departamental y organización de redes. Por eso, cualquier reforma seria debe construirse con las regiones, no comunicarse cuando las decisiones ya fueron tomadas.

Este no es un debate contra una reforma sanitaria. Bolivia necesita mejorar urgentemente su sistema de salud, profesionalizar la gestión, incorporar tecnología y garantizar atención digna. Pero una buena reforma requiere coordinación, respeto a las competencias y participación real de quienes deberán ejecutarla.

Aquí el debate se conecta con la agenda autonómica y con propuestas como el 50-50. No basta discutir cómo se distribuyen los recursos. Si descentralizamos dinero pero centralizamos decisiones, seguimos teniendo el mismo problema con otro nombre. Autonomía significa recursos, pero también poder de decisión, responsabilidad y rendición de cuentas.

Por eso esta discusión trasciende al Ministerio de Salud. Bolivia necesita enfrentar uno de los grandes debates de nuestra época: una reforma constitucional que democratice efectivamente el poder, fortalezca los contrapesos, profundice las autonomías y reduzca un hiperpresidencialismo que durante años ha concentrado atribuciones en el nivel central.

No se trata de debilitar al Estado nacional. Se trata de construir un Estado más eficiente, más cercano y más responsable. El nivel central debe definir políticas nacionales y estándares comunes; las regiones deben tener capacidad real para administrar, priorizar y responder a sus propias necesidades.

Santa Cruz no pide privilegios. Pide que se respete su voz, sus competencias y la decisión democrática de su población. Y ese mismo principio debe valer para todos los departamentos.

La reforma pendiente no es solamente fiscal. Es política e institucional. Bolivia debe decidir si quiere seguir administrándose desde el centro o si está dispuesta a distribuir poder de verdad.

Porque mientras las autonomías dependan de la voluntad de un ministro, tendremos autonomía en el papel y centralismo en la práctica.",https://larazon.bo/voces/2026/09/11/otra-vez-el-centralismo/
La Razón,2026-09-11,Nacional,Ocho gobernaciones definen postura unificada para la agenda del 50/50,"Los equipos técnicos de ocho gobernaciones del país consolidaron una postura única para la agenda 50/50 que trabajarán con autoridades nacionales y fortalecer la autonomía fiscal de los gobiernos departamentales.

Durante una reunión en Tarija , los equipos analizaron la propuesta de Reversión de la Condicionalidad sobre los Recursos de los Gobiernos Autónomos Departamentales, planteada por Tarija, además de mecanismos técnicos, financieros y legales vinculados con la autonomía departamental.

Asimismo, como resultado, los representantes técnicos suscribieron un Acta de Conclusiones, en la que establecieron el 24 de septiembre como plazo para que las Máximas Autoridades Ejecutivas de cada departamento se pronuncien sobre los acuerdos alcanzados.

Lea más: Paz y gobernadores sellan acuerdo por el 50-50

Al respecto, desde la Gobernación de Santa Cruz se destacó la consolidación de una postura técnica y legal unificada para la implementación de la Agenda 50/50.

Entre las conclusiones acordadas sobresalen los siguientes puntos: la transferencia del 15% de Coparticipación Tributaria; la liberación de las gobernaciones del financiamiento de cargas centrales (Bono de Vacunación, Prediarios y Títulos de Bachiller).

Además, la activación del Programa de Readecuación Financiera (PRFT); la devolución del 12% del IDH; y la conformación de un equipo interdepartamental para hacer seguimiento a estos temas ante el Gobierno y reglamentar el Decreto Supremo N° 5686.

El 5 de agosto, el presidente Rodrigo Paz y los gobernadores del país sellaron un acuerdo para avanzar hacia un esquema de distribución 50-50 de recursos, con el objetivo de fortalecer la gestión de las regiones y establecer nuevas bases de coordinación entre el Gobierno central y los departamentos.",https://larazon.bo/nacional/2026/09/11/ocho-gobernaciones-definen-postura-unificada-para-la-agenda-del-50-50/
La Razón,2026-09-11,Sociedad,Senamhi emite alertas por riesgos de desborde de ríos en seis departamentos,"El Servicio Nacional de Meteorología e Hidrología (Senamhi) emitió dos avisos hidrológicos de prioridad amarilla y naranja ante el posible incremento del nivel y desbordamiento de ríos en seis departamentos del país.

La alerta rige desde el sábado 12 hasta el miércoles 16 de septiembre en zonas de Beni, La Paz, Pando, Cochabamba y Santa Cruz.

De acuerdo con el reporte, se prevén ascensos progresivos y repentinos en los caudales, con probabilidad de desbordamientos puntuales.

La alerta amarilla, que indica riesgo moderado, rige en sectores de Beni, La Paz y Pando, debido al posible incremento de niveles en las cuencas de los ríos Tahuamanu, Acre, Madre de Dios y Beni, principalmente en la cuenca baja.

Entre los municipios que pueden ser afectados están Reyes, Riberalta y Rurrenabaque, en Beni; Ixiamas y San Buenaventura, en La Paz; y Bella Flor, Cobija, El Sena y Filadelfia, en Pando.

Lea más: Senamhi activa alerta por riesgo de desborde de ríos en tres departamentos

Mientras que la alerta naranja por probables ascensos repentinos y progresivos rige para las cuencas de los ríos Piraí, Yapacaní, Ichilo, Chapare, Rocha, Beni, Maniqui, Colorado y Yacuma.

En Santa Cruz, las posibles afectaciones comprenden zonas de Buena Vista, Colpa Bélgica, Cuatro Cañadas y El Torno.

En Cochabamba hay alerta para Alalay, Anzaldo, Arani y Arbieto, mientras que en La Paz figuran Achocalla, Alto Beni, Apolo y Aucapata.

El Senamhi recomienda a la población de las zonas involucradas tomar precauciones y mantenerse atenta a la información oficial, especialmente ante cambios repentinos en los niveles de los ríos.",https://larazon.bo/sociedad/2026/09/11/senamhi-emite-alertas-por-riesgos-de-desborde-de-rios-en-seis-departamentos/
La Razón,2026-09-11,"Copa Libertadores, Marcas",Flamengo cerca a semifinales de una Libertadores que domina Brasil,"Bruno Henrique y Leo Pereira anotaron los tantos del poderoso equipo carioca.

Ni Quito frenaron el impulso de un equipo colmado de estrellas que de la mano del portugués Leo Jardim busca su quinta corona en la Libertadores.

«Fuimos superiores en la segunda mitad», dijo Jardim. «Dimos un paso importante, no decisivo, en la eliminatoria», remató.

Los rivales se van de la ida «tristes», admitió el defensa Mateo Carabajal. El jugador del equipo local admitió que «no se presionó lo suficiente para contrarrestar los jugadores que tienen» en el Fla.

En el campo, Bruno Henrique se comprometió con Jorginho para romper el cero al minuto 62, mientras que Leo Pereira marcó en el 75 el definitivo 2-0.

En una semana, Río de Janeiro será el escenario ideal para que el campeón reinante confirme su gran momento con el pase a semifinales, el último escalón antes de la final del torneo que se jugará en Montevideo a fines de noviembre.

Los duelos de ida de cuartos de final arrancaron el martes con Fluminense lanzado hacia las semifinales.

Un 2-0 ante Platense en Río de Janeiro dejó a los campeones de la Libertadores en 2023 en posición privilegiada de cara a la revancha de la próxima semana en Buenos Aires.

Hulk fue sobresaliente primero como asistente y luego coronó su noche con su gran especialidad, el gol. El delantero de 40 años compitió a Nonato, autor del 1-0 en el minuto 21 y luego facturó a su nombre el segundo gol, diez minutos después.

El veterano atacante anotó su primer tanto con la camiseta del Flu en la Libertadores, tras sumar 16 con el Atlético Mineiro. Con el equipo de Minas Gerais quedó un triunfo de la coronación.

«Él vino para hacer esto: ayudarnos en el momento de la definición», dijo el técnico del Flu, Marcão.

El entrenador de Platense, el exgoleador Martín Palermo, se niega a perder el foco y cree en la remontada de su equipo.

«Siento que el equipo compite. Hay que corregir errores y tener recaudos para lo que viene», aseguró el DT del debutante sorpresa del torneo.

El miércoles, Palmeiras logró en Sao Paulo una victoria por 1-0 ante Liga de Quito y dejó abierta una llave que se definirá en la capital ecuatoriana, a 2.850 metros de altitud.

El argentino Agustín Giay marcó en el minuto 26 el único gol de un partido que tuvo sabor a poco para el local.

Abel Ferreira, entrenador del Verdão, lamentó que su equipo no aprovechara para sumar goles en casa. «Podríamos haber hecho uno o dos goles más por el volumen que creamos», señaló.

El duelo reeditó la semifinal de la Libertadores de 2025. Un año atrás, el Verdão perdió 3-0, aunque después pudo remontar con una goleada 4-0 en Sao Paulo.

El ganador de esta serie jugará en semifinales con el triunfador de Fluminense-Platense.

En La Plata, Estudiantes firmó un empate con sabor amargo ante el poderoso Corinthians.

Fiel a la historia copera de ambos equipos, el duelo fue intenso y se abrió cuando corrían apenas 3 minutos de partido. Alexis Castro anotó la apertura para el Pincha.

Pero el Timão se recuperó con tanto de Kaio César a los 48′ y dejó a los argentinos, tetracampeones de la Libertadores, en una posición incómoda de cara a la vuelta en la capital paulista.

Corinthians, campeón de la Libertadores en 2012, intentará hacerse fuerte de local y meterse en semifinales.

«Me gustó la postura del equipo durante todo el partido», dijo el entrenador del Corinthians, Fernando Diniz.

En filas de Estudiantes, el empate dejó sabor a poco.

El ganador de esta llave se enfrenta al vencedor del duelo que inicia el jueves entre Flamengo y Del Valle.

(11/09/2026)",https://larazon.bo/marcas/2026/09/11/flamengo-cerca-a-semifinales-de-una-libertadores-que-domina-brasil/
La Razón,2026-09-11,"Internacional, Marcas","Cienciano castiga a Torque en Cusco, sueña con semis de Sudamericana","El cruce se enfrentaba a dos de las revelaciones del torneo: Cienciano, campeón de la Sudamericana en 2003, había eliminado al Botafogo con un contundente 6-2 global, y Torque, que en su debut internacional logró terminar primero de su grupo por delante del Gremio y al eliminar al Tigre argentino.

A 3.400 metros de altitud y bajo llovizna, el conjunto peruano salió decidido a imponer condiciones ante un Torque que llegaba en racha, con seis victorias consecutivas entre la Sudamericana y el torneo Clausura uruguayo.

El comienzo fue intenso y de ida y vuelta, pero poco a poco Cienciano se adueñó del trámite y del oxígeno. El equipo uruguayo tuvo que correr detrás de la pelota y pagar el esfuerzo de hacerlo en la altura.

La fórmula de atacar por las bandas le dio resultado a Cienciano a los 28 minutos, con un balón cruzado que encontró el pie del extremo Cristian Souza para poner el 1-0.

Lejos de conformarse, el rojiblanco olió sangre y se fue encima de Torque, que resistió como pudo cada vez más exigido básicamente.

«Hoy hubo un solo equipo que fue a buscar la victoria», dijo Horacio Melgarejo, DT del club peruano.

A los 42′ llegó el segundo por cuenta de una obra de arte firmada por el pie derecho de Maximiliano Amondarain, que tomó la pelota a más de 40 metros del arco y sacó un misil que fue a descansar en el ángulo de la portería Citadina.

Fiel a su estrategia de aprovechar la altura para llegar a sus rivales, el conjunto cusqueño acumula solo dos derrotas en 21 partidos como local por torneos internacionales.

El 2-0 pareció quedarse corto para los peruanos, que pudieron aplastar por más goles a Torque, pero los deja con una ventaja importante para la revancha del jueves de la próxima semana en el Centenario de Montevideo.

«Obviamente trabajamos para hacer más goles, generamos las situaciones, de la línea nos terminan sacando los goles… pero creo que el equipo se queda con el gran partido que hicimos. Nos da tranquilidad para afrontar el siguiente partido», dijo Aldemar Robles, mediocampista de Cienciano.

Para Torque, que hace parte del conglomerado empresarial City Group y ha mostrado un ascenso meteórico en los últimos años, la misión será ahora revertir una eliminatoria que se le complicó pese a que su técnico, Marcelo Méndez, pidió antes del partido quitarle la trascendencia a la altura.

El ganador de la serie entre peruanos y uruguayos se enfrentará a quien avance entre Santos y Atlético Mineiro de Brasil, que definirán la llave en Belo Horizonte con ventaja 2-0 para el Peixe en la ida.

El miércoles, Santos dio un golpe contundente y se fue arriba con gol de Willian Arão a los 31 minutos y luego por medio del uruguayo Christian Oliva, que amplió la ventaja a los 68, ambos tras asistencias de Gabigol, que consideró el protagonismo ofensivo ante la ausencia de Neymar por lesión.

La jornada de cuartos había comenzado el martes con Boca Juniors, que derrotó 1-0 al Sao Paulo en La Bombonera con gol del uruguayo Miguel Merentiel a los 52 minutos. Una ventaja mínima que tendrá que defender el martes cuando visite el Morumbí.

Quien avance se enfrentará en semifinales al ganador de la serie entre Vasco da Gama e Independiente Santa Fe, que en la ida en Bogotá empataron sin goles. Los brasileños quedaron bien perfilados para definir la serie como locales en Río de Janeiro.

Los vascaínos, comprometidos en la liga local pero semifinalistas de la Copa de Brasil, resistieron los ataques de un conjunto colombiano que dio la sorpresa en octavos al eliminar en casa a River Plate.

(11/09/2026)",https://larazon.bo/marcas/2026/09/11/cienciano-castiga-a-torque-en-cusco-suena-con-semis-de-sudamericana/
La Razón,2026-09-11,"Internacional, Marcas",James Rodríguez y Juan Cuadrado regresan al fútbol de Colombia,"El par de ídolos de la selección colombiana volverán a jugar en su país en el epílogo de sus carreras, que los llevó a brillar en el fútbol de Europa y liderar una de las mejores generaciones del balompié cafetero.

Rodríguez, de 35 años, protagoniza el fichaje más despampanante de los últimos años en Colombia.

Tras su decepcionante Mundial 2026 y frustrante paso por la MLS, el 10 defenderá los colores del Verdolaga, el club más laureado del país.

«James Rodríguez es Atlético Nacional. El más grande al más grande», anunció en X el ganador de la Copa Libertadores en 1989 y 2016, sin precisar los términos del contrato.

El talentoso zurdo puso fin de esta manera al interrogante sobre el futuro de su carrera, lastrada en los últimos años por numerosas lesiones y encontronazos con los técnicos de sus equipos.

El mediocampista creativo estaba sin club desde que dejó al Minnesota United en julio. El cuadro de la MLS fue su octavo conjunto en apenas seis años.

Sus problemas físicos han puesto en duda su continuidad con la escuadra nacional (131 partidos, 31 goles), que cayó con Suiza en penales de los octavos de final de la pasada Copa del Mundo.

Rodríguez regresará a su país, donde jugó con Envigado en 2006 y 2007 antes de ir a Banfield. Desde Argentina cruzó el Atlántico para brillar luego con Real Madrid y Bayern Munich, aunque luego su trayectoria viró la de un trotamundos.

James fue el estándar de la selección que alcanzó los cuartos en el Mundial de Brasil 2014, el mejor resultado del país, y luego los octavos en Rusia 2018 y Norteamérica 2026.

En las citas brasileña y rusa contó con la ayuda de Cuadrado, que se une a Millonarios, uno de los grandes rivales de Nacional.

Lateral derecho o extremo, Cuadrado retorna a su país a los 38 años tras una destacada carrera que lo llevó a clubes como Juventus e Inter de Milán en Italia y Chelsea en Inglaterra.

«Experiencia, velocidad y talento. ¡Bienvenido al Embajador Juan Guillermo Cuadrado!», escribió el cuadro bogotano, uno de los más grandes de Colombia, en X.

Millonarios no precisó el tiempo del contrato, pero medios locales aseguran que se extenderá hasta julio de 2027.

Cuadrado estaba sin equipo desde que culminó su vínculo con el Pisa a finales de julio, semanas después de que el equipo comenzó su caída a la segunda división italiana.

El jugador regresa a su país 17 años después de partir al Viejo Continente, al Udinese de Italia, desde el Deportivo Independiente Medellín (DIM).

En la Serie A logró la mayor parte de sus conquistas como profesional, la mayoría con la Juve.

Cuadrado no defiende a su país desde septiembre de 2023. En total, ha jugado 116 partidos con los cafeteros y anotado una vez goles.

Al retorno de los dos veteranos se puede sumar otro destacado internacional colombiano, según la prensa local: el atacante Jackson Martínez, de 39 años, al DIM.

A falta de casi la mitad de la fase regular del torneo Clausura, Nacional y Millonarios están en zona de clasificación a los cuadrangulares semifinales.

(11/09/2026)",https://larazon.bo/marcas/2026/09/11/james-rodriguez-y-juan-cuadrado-regresan-al-futbol-de-colombia/
La Razón,2026-09-11,Espacio Empresarial,El Bono Juancito Pinto podrá llegar directamente al celular a través de Yasta,"El Bono Juancito Pinto incorpora en esta gestión una nueva alternativa para facilitar su cobro: los padres de familia podrán recibir los Bs300 correspondientes al beneficio de sus hijos directamente en YASTA, la billetera móvil de Banco Unión, sin necesidad de contar con una cuenta bancaria ni acudir a una agencia para realizar el cobro de este beneficio.

El Bono Juancito Pinto, es un incentivo otorgado por el Gobierno Nacional a estudiantes de unidades educativas fiscales, de convenio y centros de educación especial, con el objetivo de fomentar su permanencia y asistencia escolar. En esta gestión, el beneficio llegará a más de 2,2 millones de estudiantes en todo el país, mientras que el monto se incrementó de Bs200 a Bs300 por beneficiario.

Para la gestión 2026 se establecieron tres modalidades de cobro, a elección de los beneficiarios: pago en ventanillas de las agencias habilitadas, abono en cuenta y cobro mediante la billetera móvil YASTA.

Esta última alternativa representa una importante facilidad, especialmente para las familias que no están bancarizadas, ya que no necesitan abrir una cuenta bancaria ni trasladarse hasta una agencia para recibir el beneficio. El bono puede llegar directamente a su celular a través de YASTA.

Para acceder a esta modalidad, los padres, madres o tutores que deseen recibir el beneficio de sus hijos mediante YASTA, deberán seguir los siguientes tres pasos: 1) Descargar la billetera móvil, disponible gratuitamente en Play Store y App Store; 2) Habilitar el servicio con el registro de su carnet de identidad y número de celular; 3) Proceder con el cobro del Bono Juancito Pinto en las fechas establecidas por el Ministerio de Educación. Para monetizar el Bono, los beneficiarios podrán extraer de los cajeros automático de Banco Unión a nivel nacional o realizar sus transacciones desde la billetera móvil Yasta, de esta manera, las familias podrán contar con una alternativa de cobro sencilla, digital y segura, que les permitirá recibir el beneficio desde donde se encuentren.

La incorporación de YASTA como alternativa para el cobro del Bono Juancito Pinto representa también una oportunidad para acercar la inclusión financiera digital a miles de familias que actualmente no cuentan con una cuenta bancaria.

Los beneficios de YASTA permiten al usuario, acceder a servicios financieros desde un teléfono celular y realizar operaciones como recibir dinero, efectuar pagos y realizar transferencias, ampliando las posibilidades de acceso a herramientas financieras para diferentes segmentos de la población. Además, los usuarios de telefonía móvil de las empresas Tigo o Entel cuentan con navegación gratuita dentro de la aplicación, por lo que pueden utilizar YASTA sin consumir sus megas de navegación para acceder a la billetera móvil.

Con esta nueva modalidad, Banco Unión fortalece su compromiso de acercar los servicios financieros a más bolivianos, utilizando la tecnología para simplificar procesos y generar alternativas accesibles para las familias. Así, el Bono Juancito Pinto llega a más familias y ahora también puede llegar directamente a su celular, convirtiendo una billetera móvil en una herramienta concreta de inclusión financiera.

Las fechas oficiales para el inicio del cobro del Bono Juancito Pinto serán comunicadas oportunamente por el Ministerio de Educación. Mientras tanto, las familias que deseen recibir el Bono Juancito Pinto mediante YASTA tienen hasta el 14 de septiembre de 2026 para descargar, registrarse y habilitar su billetera móvil. De esta manera, estarán preparadas para seleccionar YASTA como modalidad de cobro cuando corresponda.",https://larazon.bo/espacio-empresarial/2026/09/11/el-bono-juancito-pinto-podra-llegar-directamente-al-celular-a-traves-de-yasta/
La Razón,2026-09-11,"Internacional, Marcas",Sabalenka y Rybakina elevan su rivalidad a la final US Open,"Sabalenka se instaló este jueves en su cuarta final seguida en Nueva York con un cómodo triunfo ante la estadounidense Jessica Pegula mientras Rybakina tuvo que remontar un set en contra ante la local Coco Gauff.

«Es una final y siento que da igual quién está al otro lado. Solo quieres ganar y dar lo mejor de ti», dijo Rybakina sobre el duelo final del sábado.

Con Sabalenka «nos motivamos mutuamente cuando jugamos estos partidos», expuso. «Es genial jugar contra alguien que te empuja hasta el límite».

Ambas se han enfrentado ya en 17 ocasiones, con 10 triunfos de Sabalenka. Rybakina se impuso en la primera final de Grand Slam del año en el Abierto de Australia y el miércoles acabó con casi dos años de gobierno de Sabalenka en la clasificación mundial.

Con todo, Flushing Meadows es un fortín de la bielorrusa. En estas pistas rápidas está imbatida en sus últimos 20 partidos y ahora puede sellar el primer tricampeonato seguido desde el de Serena Williams entre 2012 y 2014.

Mantener el liderazgo «era uno de mis objetivos, pero ahora mismo no hay mucho que pueda hacer. No rendí muy bien en medio de la temporada», dijo Sabalenka ante la prensa.

«Elena aprovechó el momento, jugó realmente bien y se quedó con el número uno», expuso. «Sólo puedo concentrarme en mí misma y tratar de hacer lo mejor posible ahora para mantener la pelea ajustada y quizás recuperarlo algún día».

Este jueves Sabalenka sólo necesitó de una hora y 20 minutos para batir por 7-5 y 6-2 a Pegula, a la que ya había derrotado en la final de 2024 y en las semifinales del año pasado en Nueva York.

«En el último partido que jugué contra Jessica me fue casi imposible conseguir la victoria», recordó la ganadora. «Estoy súper feliz de haber podido mostrar este nivel de tenis».

A diferencia del año pasado, cuando se adelantó con el primer set, Pegula no pudo esta vez frenar la potencia de fuego de Sabalenka, que no le concedió un solo break.

«Su nivel fue probablemente el más alto que le he visto», se resignó Pegula.

«Honestamente, no estoy tan molesta, no creo que hubiera mucho que yo pudiera haber hecho hoy», dijo la neoyorquina, que a los 32 años sigue sin alcanzar su ansiado primer título grande.

Celebridades como la antigua primera dama Michelle Obama y el ex futbolista brasileño Ronaldo acudieron a disfrutar de las semifinales femeninas, las primeras copas por las cuatro primeras sembradas desde 1975.

Las emociones las partieron el segundo duelo, en el que Rybakina se estrenó como nueva jefa del circuito con una formidable remontada ante Gauff por 3-6, 6-4 y 6-4.

La kazaja se recuperó de un flojo arranque y resistió la asfixiante atmósfera de la pista central a favor de su protegida Gauff, que buscaba un segundo título tras el de 2023.

«Sé que querían que ganara Coco y fue una verdadera batalla», dijo Rybakina al público. «Me mantuve positiva y me dije que tenía que luchar y sacar mi mejor tenis y de alguna forma gané el partido».

Gauff desbordó en el primer set a Rybakina con su capacidad atlética y un certero servicio, con el que conectó cuatro ases.

Con su único quiebre Gauff se avanzó 4-2 y amarró el primer parcial ante una Rybakina que se marchó frustrada al vestuario.

Pero la kazaja ya tenía la fórmula para remontarle a Gauff, tras su triunfo de agosto en las semifinales de Toronto, y recompuso el rumbo con la ayuda del local, que le entregó el segundo set con una doble falta.

Superada en juego, Gauff apeló a su espíritu combativo para reengancharse en el último momento pero Rybakina la apuntilló con un descanso definitivo.

Las semifinales masculinas se disputarán el viernes con un choque entre los estadounidenses Ben Shelton y Frances Tiafoe y otro entre el alemán Alexander Zverev, primer sembrado, y el ruso Karen Khachanov.

(11/09/2026)",https://larazon.bo/marcas/2026/09/11/sabalenka-y-rybakina-elevan-su-rivalidad-a-la-final-us-open/
